Hechos Intradía,,,,,,
,,,,,,
"Razón Social: TV AZTECA, S.A.B. DE C.V.",,,,,,
Ticker: AZTECA,,,,,,
Serie: CPO,,,,,,
Fecha Inicial: 6/30/2014,,,,,,
Fecha Final: 7/5/2014,,,,,,
,,,,,,
Hechos,,,,,,
,,,,,,
FECHA,HORA,COMPRADOR,VENDEDOR,VOLUMEN,PRECIO,IMPORTE
6/30/2014,8:30:00 AM,GRUPO BURSATIL MEXICANO,MORGAN STANLEY MEXICO CAS,100,7.27,727
6/30/2014,8:32:00 AM,GRUPO BURSATIL MEXICANO,MERRILL LYNCH,500,7.26,3630
6/30/2014,8:32:00 AM,GRUPO BURSATIL MEXICANO,MERRILL LYNCH,100,7.26,726
6/30/2014,8:32:00 AM,GRUPO BURSATIL MEXICANO,INTERACCIONES CASA DE BOL,100,7.31,731
6/30/2014,8:37:00 AM,GRUPO BURSATIL MEXICANO,MORGAN STANLEY MEXICO CAS,4000,7.31,29240
6/30/2014,8:38:00 AM,GRUPO BURSATIL MEXICANO,MORGAN STANLEY MEXICO CAS,300,7.29,2187
6/30/2014,8:38:00 AM,GRUPO BURSATIL MEXICANO,MERRILL LYNCH,900,7.3,6570
6/30/2014,8:38:00 AM,GRUPO BURSATIL MEXICANO,DEUTSCHE SECURITIES,3800,7.3,27740
6/30/2014,8:41:00 AM,CITIBANK,MERRILL LYNCH,500,7.27,3635
6/30/2014,8:41:00 AM,GRUPO BURSATIL MEXICANO,ACTINVER CASA DE BOLSA,2800,7.26,20328
6/30/2014,8:41:00 AM,CITIBANK,ACTINVER CASA DE BOLSA,200,7.25,1450
6/30/2014,8:42:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,1973,7.22,14245.06
6/30/2014,8:42:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,700,7.22,5054
6/30/2014,8:42:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,100,7.22,722
6/30/2014,8:42:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,100,7.22,722
6/30/2014,8:43:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,127,7.22,916.94
6/30/2014,8:43:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,853,7.22,6158.66
6/30/2014,8:46:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,2000,7.22,14440
6/30/2014,8:46:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,800,7.22,5776
6/30/2014,8:46:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,200,7.22,1444
6/30/2014,9:04:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,9980,7.22,72055.6
6/30/2014,9:04:00 AM,DEUTSCHE SECURITIES,MERRILL LYNCH,1700,7.22,12274
6/30/2014,9:04:00 AM,INTERACCIONES CASA DE BOL,MORGAN STANLEY MEXICO CAS,1124,7.23,8126.52
6/30/2014,9:04:00 AM,INTERACCIONES CASA DE BOL,MORGAN STANLEY MEXICO CAS,1676,7.23,12117.48
6/30/2014,9:04:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,1660,7.22,11985.2
6/30/2014,9:07:00 AM,DEUTSCHE SECURITIES,MERRILL LYNCH,900,7.22,6498
6/30/2014,9:07:00 AM,DEUTSCHE SECURITIES,MERRILL LYNCH,160,7.22,1155.2
6/30/2014,9:07:00 AM,INTERACCIONES CASA DE BOL,INTERACCIONES CASA DE BOL,1500,7.23,10845
6/30/2014,9:07:00 AM,UBS CASA DE BOLSA S.A.,INTERACCIONES CASA DE BOL,600,7.23,4338
6/30/2014,9:08:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,2960,7.22,21371.2
6/30/2014,9:08:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,1240,7.22,8952.8
6/30/2014,9:11:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.23,723
6/30/2014,9:16:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.24,724
6/30/2014,9:16:00 AM,GRUPO BURSATIL MEXICANO,INTERACCIONES CASA DE BOL,100,7.23,723
6/30/2014,9:16:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,760,7.22,5487.2
6/30/2014,9:16:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,440,7.22,3176.8
6/30/2014,9:16:00 AM,VALORES FINAMEX,INTERACCIONES CASA DE BOL,6800,7.23,49164
6/30/2014,9:16:00 AM,VALORES FINAMEX,MERRILL LYNCH,1600,7.23,11568
6/30/2014,9:17:00 AM,GRUPO BURSATIL MEXICANO,MERRILL LYNCH,100,7.23,723
6/30/2014,9:17:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,1700,7.22,12274
6/30/2014,9:17:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,300,7.22,2166
6/30/2014,9:17:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,890,7.22,6425.8
6/30/2014,9:17:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,100,7.22,722
6/30/2014,9:18:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,300,7.22,2166
6/30/2014,9:18:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,400,7.22,2888
6/30/2014,9:18:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,200,7.22,1444
6/30/2014,9:18:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,200,7.22,1444
6/30/2014,9:18:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,4200,7.22,30324
6/30/2014,9:18:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,900,7.22,6498
6/30/2014,9:19:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,770,7.22,5559.4
6/30/2014,9:19:00 AM,VECTOR CASA DE BOLSA,MERRILL LYNCH,400,7.22,2888
6/30/2014,9:19:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,1000,7.22,7220
6/30/2014,9:19:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,505,7.22,3646.1
6/30/2014,9:19:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,200,7.22,1444
6/30/2014,9:19:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,700,7.22,5054
6/30/2014,9:19:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,500,7.22,3610
6/30/2014,9:19:00 AM,MORGAN STANLEY MEXICO CAS,MORGAN STANLEY MEXICO CAS,100,7.23,723
6/30/2014,9:19:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,100,7.22,722
6/30/2014,9:19:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,995,7.22,7183.9
6/30/2014,9:19:00 AM,MORGAN STANLEY MEXICO CAS,MORGAN STANLEY MEXICO CAS,100,7.22,722
6/30/2014,9:19:00 AM,MORGAN STANLEY MEXICO CAS,MORGAN STANLEY MEXICO CAS,100,7.22,722
6/30/2014,9:19:00 AM,MORGAN STANLEY MEXICO CAS,MORGAN STANLEY MEXICO CAS,100,7.22,722
6/30/2014,9:19:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,945,7.22,6822.9
6/30/2014,9:19:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,500,7.22,3610
6/30/2014,9:19:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,200,7.22,1444
6/30/2014,9:20:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,200,7.22,1444
6/30/2014,9:20:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,200,7.22,1444
6/30/2014,9:20:00 AM,INTERACCIONES CASA DE BOL,MORGAN STANLEY MEXICO CAS,1500,7.23,10845
6/30/2014,9:20:00 AM,INTERACCIONES CASA DE BOL,MORGAN STANLEY MEXICO CAS,400,7.23,2892
6/30/2014,9:20:00 AM,INTERACCIONES CASA DE BOL,MORGAN STANLEY MEXICO CAS,500,7.23,3615
6/30/2014,9:20:00 AM,INTERACCIONES CASA DE BOL,MORGAN STANLEY MEXICO CAS,600,7.23,4338
6/30/2014,9:20:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,102,7.22,736.44
6/30/2014,9:20:00 AM,DEUTSCHE SECURITIES,MERRILL LYNCH,1600,7.21,11536
6/30/2014,9:21:00 AM,DEUTSCHE SECURITIES,MERRILL LYNCH,800,7.21,5768
6/30/2014,9:22:00 AM,DEUTSCHE SECURITIES,MERRILL LYNCH,698,7.21,5032.58
6/30/2014,9:22:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,200,7.21,1442
6/30/2014,9:23:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,200,7.21,1442
6/30/2014,9:23:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,300,7.21,2163
6/30/2014,9:23:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,200,7.21,1442
6/30/2014,9:23:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,300,7.21,2163
6/30/2014,9:24:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,300,7.21,2163
6/30/2014,9:24:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,200,7.21,1442
6/30/2014,9:26:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,200,7.21,1442
6/30/2014,9:28:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,300,7.22,2166
6/30/2014,9:28:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,300,7.22,2166
6/30/2014,9:28:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,100,7.22,722
6/30/2014,9:28:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,1000,7.22,7220
6/30/2014,9:28:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,200,7.22,1444
6/30/2014,9:28:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,415,7.22,2996.3
6/30/2014,9:29:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,3400,7.23,24582
6/30/2014,9:29:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,100,7.23,723
6/30/2014,9:29:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,400,7.23,2892
6/30/2014,9:29:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,100,7.23,723
6/30/2014,9:29:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,100,7.23,723
6/30/2014,9:29:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,100,7.23,723
6/30/2014,9:29:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,415,7.22,2996.3
6/30/2014,9:29:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.22,722
6/30/2014,9:29:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,185,7.22,1335.7
6/30/2014,9:32:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,200,7.22,1444
6/30/2014,9:32:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,215,7.22,1552.3
6/30/2014,9:32:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,4970,7.22,35883.4
6/30/2014,9:32:00 AM,MERRILL LYNCH,MERRILL LYNCH,7500,7.22,54150
6/30/2014,9:32:00 AM,MERRILL LYNCH,MERRILL LYNCH,32239,7.22,232765.58
6/30/2014,9:32:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,200,7.21,1442
6/30/2014,9:32:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,6900,7.21,49749
6/30/2014,9:32:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,13000,7.21,93730
6/30/2014,9:32:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,1900,7.21,13699
6/30/2014,9:33:00 AM,UBS CASA DE BOLSA S.A.,INTERACCIONES CASA DE BOL,300,7.22,2166
6/30/2014,9:34:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,8689,7.21,62647.69
6/30/2014,9:34:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1128,7.21,8132.88
6/30/2014,9:34:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,565,7.21,4073.65
6/30/2014,9:37:00 AM,INTERACCIONES CASA DE BOL,GRUPO BURSATIL MEXICANO,500,7.22,3610
6/30/2014,9:37:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,563,7.21,4059.23
6/30/2014,9:37:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,997,7.21,7188.37
6/30/2014,9:37:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,3300,7.21,23793
6/30/2014,9:37:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,500,7.22,3610
6/30/2014,9:38:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1929,7.21,13908.09
6/30/2014,9:38:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1396,7.21,10065.16
6/30/2014,9:39:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1064,7.21,7671.44
6/30/2014,9:39:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,998,7.21,7195.58
6/30/2014,9:39:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,997,7.21,7188.37
6/30/2014,9:39:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,998,7.21,7195.58
6/30/2014,9:39:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1064,7.21,7671.44
6/30/2014,9:39:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1130,7.21,8147.3
6/30/2014,9:42:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1064,7.21,7671.44
6/30/2014,9:42:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.22,722
6/30/2014,9:42:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,866,7.21,6243.86
6/30/2014,9:44:00 AM,ACTINVER CASA DE BOLSA,MORGAN STANLEY MEXICO CAS,51385,7.21,370485.85
6/30/2014,9:44:00 AM,VALORES FINAMEX,MORGAN STANLEY MEXICO CAS,600,7.21,4326
6/30/2014,9:44:00 AM,GRUPO BURSATIL MEXICANO,MORGAN STANLEY MEXICO CAS,200,7.21,1442
6/30/2014,9:44:00 AM,MORGAN STANLEY MEXICO CAS,MORGAN STANLEY MEXICO CAS,100,7.21,721
6/30/2014,9:44:00 AM,DEUTSCHE SECURITIES,MORGAN STANLEY MEXICO CAS,3688,7.21,26590.48
6/30/2014,9:45:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.22,722
6/30/2014,9:46:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,100,7.21,721
6/30/2014,9:46:00 AM,IXE CASA DE BOLSA,GRUPO BURSATIL MEXICANO,299,7.21,2155.79
6/30/2014,9:46:00 AM,IXE CASA DE BOLSA,MERRILL LYNCH,201,7.21,1449.21
6/30/2014,9:46:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.21,721
6/30/2014,9:46:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,200,7.21,1442
6/30/2014,9:46:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,300,7.21,2163
6/30/2014,9:46:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.21,721
6/30/2014,9:46:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.21,721
6/30/2014,9:46:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.21,721
6/30/2014,9:46:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.21,721
6/30/2014,9:47:00 AM,VECTOR CASA DE BOLSA,MERRILL LYNCH,5000,7.2,36000
6/30/2014,9:47:00 AM,GRUPO BURSATIL MEXICANO,MERRILL LYNCH,318,7.2,2289.6
6/30/2014,9:47:00 AM,CITIBANK,MERRILL LYNCH,3871,7.2,27871.2
6/30/2014,9:47:00 AM,CITIBANK,GRUPO BURSATIL MEXICANO,1064,7.2,7660.8
6/30/2014,9:47:00 AM,INTERACCIONES CASA DE BOL,GRUPO BURSATIL MEXICANO,902,7.2,6494.4
6/30/2014,9:47:00 AM,INTERACCIONES CASA DE BOL,GRUPO BURSATIL MEXICANO,1197,7.2,8618.4
6/30/2014,9:47:00 AM,INTERACCIONES CASA DE BOL,MERRILL LYNCH,500,7.2,3600
6/30/2014,9:47:00 AM,INTERACCIONES CASA DE BOL,GRUPO BURSATIL MEXICANO,1283,7.2,9237.6
6/30/2014,9:47:00 AM,GRUPO BURSATIL MEXICANO,MERRILL LYNCH,1000,7.21,7210
6/30/2014,9:48:00 AM,INTERACCIONES CASA DE BOL,GRUPO BURSATIL MEXICANO,777,7.2,5594.4
6/30/2014,9:48:00 AM,INTERACCIONES CASA DE BOL,ACTINVER CASA DE BOLSA,5341,7.2,38455.2
6/30/2014,9:48:00 AM,GRUPO BURSATIL MEXICANO,ACTINVER CASA DE BOLSA,3138,7.2,22593.6
6/30/2014,9:48:00 AM,GRUPO BURSATIL MEXICANO,ACTINVER CASA DE BOLSA,2000,7.2,14400
6/30/2014,9:48:00 AM,DEUTSCHE SECURITIES,ACTINVER CASA DE BOLSA,1516,7.2,10915.2
6/30/2014,9:48:00 AM,INTERACCIONES CASA DE BOL,MERRILL LYNCH,2400,7.2,17280
6/30/2014,9:55:00 AM,GRUPO BURSATIL MEXICANO,MERRILL LYNCH,200,7.2,1440
6/30/2014,9:55:00 AM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,800,7.2,5760
6/30/2014,9:55:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,100,7.2,720
6/30/2014,9:55:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,200,7.2,1440
6/30/2014,9:55:00 AM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,587,7.19,4220.53
6/30/2014,9:55:00 AM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,997,7.19,7168.43
6/30/2014,9:55:00 AM,GRUPO BURSATIL MEXICANO,MERRILL LYNCH,416,7.19,2991.04
6/30/2014,9:55:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.19,719
6/30/2014,9:55:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.19,719
6/30/2014,9:55:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.19,719
6/30/2014,9:55:00 AM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,625,7.19,4493.75
6/30/2014,9:58:00 AM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,375,7.19,2696.25
6/30/2014,9:58:00 AM,ACTINVER CASA DE BOLSA,ACTINVER CASA DE BOLSA,1410,7.19,10137.9
6/30/2014,9:58:00 AM,VALORES FINAMEX,ACTINVER CASA DE BOLSA,290,7.19,2085.1
6/30/2014,9:58:00 AM,VALORES FINAMEX,GRUPO BURSATIL MEXICANO,310,7.19,2228.9
6/30/2014,9:58:00 AM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,688,7.18,4939.84
6/30/2014,9:58:00 AM,GRUPO BURSATIL MEXICANO,MERRILL LYNCH,700,7.18,5026
6/30/2014,9:58:00 AM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,1330,7.18,9549.4
6/30/2014,9:58:00 AM,GRUPO BURSATIL MEXICANO,GRUPO BURSATIL MEXICANO,188,7.18,1349.84
6/30/2014,10:01:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,100,7.2,720
6/30/2014,10:01:00 AM,INTERACCIONES CASA DE BOL,GRUPO BURSATIL MEXICANO,878,7.2,6321.6
6/30/2014,10:01:00 AM,INTERACCIONES CASA DE BOL,GRUPO BURSATIL MEXICANO,332,7.2,2390.4
6/30/2014,10:01:00 AM,INTERACCIONES CASA DE BOL,GRUPO BURSATIL MEXICANO,1064,7.2,7660.8
6/30/2014,10:01:00 AM,INTERACCIONES CASA DE BOL,GRUPO BURSATIL MEXICANO,399,7.2,2872.8
6/30/2014,10:02:00 AM,INTERACCIONES CASA DE BOL,MERRILL LYNCH,327,7.2,2354.4
6/30/2014,10:02:00 AM,MORGAN STANLEY MEXICO CAS,MERRILL LYNCH,100,7.2,720
6/30/2014,10:02:00 AM,ACTINVER CASA DE BOLSA,MERRILL LYNCH,173,7.2,1245.6
6/30/2014,10:02:00 AM,ACTINVER CASA DE BOLSA,INTERACCIONES CASA DE BOL,500,7.21,3605
6/30/2014,10:03:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,931,7.2,6703.2
6/30/2014,10:05:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,532,7.2,3830.4
6/30/2014,10:06:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,931,7.2,6703.2
6/30/2014,10:06:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,998,7.2,7185.6
6/30/2014,10:06:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,997,7.2,7178.4
6/30/2014,10:07:00 AM,MORGAN STANLEY MEXICO CAS,ACTINVER CASA DE BOLSA,100,7.23,723
6/30/2014,10:07:00 AM,INTERACCIONES CASA DE BOL,GRUPO BURSATIL MEXICANO,1500,7.21,10815
6/30/2014,10:10:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,400,7.21,2884
6/30/2014,10:13:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,135,7.21,973.35
6/30/2014,10:13:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,200,7.21,1442
6/30/2014,10:13:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,776,7.2,5587.2
6/30/2014,10:13:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,998,7.2,7185.6
6/30/2014,10:13:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1130,7.2,8136
6/30/2014,10:13:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1064,7.2,7660.8
6/30/2014,10:14:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,741,7.2,5335.2
6/30/2014,10:18:00 AM,ACTINVER CASA DE BOLSA,INTERACCIONES CASA DE BOL,1000,7.21,7210
6/30/2014,10:19:00 AM,MORGAN STANLEY MEXICO CAS,ACTINVER CASA DE BOLSA,100,7.23,723
6/30/2014,10:20:00 AM,ACTINVER CASA DE BOLSA,ACTINVER CASA DE BOLSA,262,7.23,1894.26
6/30/2014,10:22:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,100,7.21,721
6/30/2014,10:22:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,100,7.21,721
6/30/2014,10:22:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,265,7.2,1908
6/30/2014,10:22:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,333,7.2,2397.6
6/30/2014,10:22:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,199,7.2,1432.8
6/30/2014,10:23:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,133,7.2,957.6
6/30/2014,10:28:00 AM,MORGAN STANLEY MEXICO CAS,ACTINVER CASA DE BOLSA,100,7.23,723
6/30/2014,10:28:00 AM,INTERACCIONES CASA DE BOL,ACTINVER CASA DE BOLSA,2600,7.21,18746
6/30/2014,10:28:00 AM,MORGAN STANLEY MEXICO CAS,ACTINVER CASA DE BOLSA,200,7.21,1442
6/30/2014,10:28:00 AM,MORGAN STANLEY MEXICO CAS,ACTINVER CASA DE BOLSA,100,7.21,721
6/30/2014,10:30:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1131,7.2,8143.2
6/30/2014,10:33:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,798,7.2,5745.6
6/30/2014,10:34:00 AM,MORGAN STANLEY MEXICO CAS,ACTINVER CASA DE BOLSA,100,7.21,721
6/30/2014,10:36:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,100,7.23,723
6/30/2014,10:38:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,100,7.22,722
6/30/2014,10:38:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,400,7.22,2888
6/30/2014,10:38:00 AM,VALORES FINAMEX,GRUPO BURSATIL MEXICANO,700,7.21,5047
6/30/2014,10:38:00 AM,MORGAN STANLEY MEXICO CAS,GRUPO BURSATIL MEXICANO,100,7.21,721
6/30/2014,10:38:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,163,7.21,1175.23
6/30/2014,10:38:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,1057,7.21,7620.97
6/30/2014,10:38:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,200,7.21,1442
6/30/2014,10:43:00 AM,ACTINVER CASA DE BOLSA,ACTINVER CASA DE BOLSA,1000,7.21,7210
6/30/2014,10:45:00 AM,GRUPO BURSATIL MEXICANO,UBS CASA DE BOLSA S.A.,1648,7.24,11931.52
6/30/2014,10:45:00 AM,GRUPO BURSATIL MEXICANO,DEUTSCHE SECURITIES,5652,7.24,40920.48
6/30/2014,10:48:00 AM,MORGAN STANLEY MEXICO CAS,UBS CASA DE BOLSA S.A.,100,7.24,724
6/30/2014,10:51:00 AM,UBS CASA DE BOLSA S.A.,GRUPO BURSATIL MEXICANO,531,7.22,3833.82
6/30/2014,10:53:00 AM,MORGAN STANLEY MEXICO CAS,UBS CASA DE BOLSA S.A.,100,7.24,724
6/30/2014,10:57:00 AM,MORGAN STANLEY MEXICO CAS,UBS CASA DE BOLSA S.A.,100,7.24,724
6/30/2014,10:58:00 AM,ACTINVER CASA DE BOLSA,VECTOR CASA DE BOLSA,4000,7.24,28960
6/30/2014,10:58:00 AM,ACTINVER CASA DE BOLSA,GRUPO BURSATIL MEXICANO,800,7.24,5792
6/30/2014,11:01:00 AM,MORGAN STANLEY MEXICO CAS,DEUTSCHE SECURITIES,100,7.25,725
